"Start Time (JDate)","Stop Time (JDate)","Duration (sec)"
2458387.48478018,2458387.50577934,1814.327
2458387.69221936,2458387.71322447,1814.842
2458387.89943069,2458387.92044171,1815.352
2458388.10641393,2458388.12743070,1815.849
2458388.31317031,2458388.33419284,1816.347
2458388.51969934,2458388.54072749,1816.832
2458388.72600142,2458388.74703512,1817.311
2458388.93207735,2458388.95311645,1817.778
2458389.13792660,2458389.15897112,1818.247
2458389.34355067,2458389.36460049,1818.704
2458389.54894839,2458389.57000338,1819.151
2458389.75412028,2458389.77518034,1819.590
2458389.95906646,2458389.98013149,1820.019
2458390.16378633,2458390.18485642,1820.456
2458390.36828117,2458390.38935615,1820.878
2458390.57254938,2458390.59362913,1821.290
2458390.77659149,2458390.79767589,1821.692
2458390.98040707,2458391.00149599,1822.083
2458391.18399556,2458391.20508918,1822.488
2458391.38735776,2458391.40845584,1822.874
2458391.59049188,2458391.61159434,1823.253
2458391.79339840,2458391.81450503,1823.613
2458391.99607647,2458392.01718729,1823.975
2458392.19852571,2458392.21964078,1824.342
2458392.40074634,2458392.42186549,1824.695
2458392.60273670,2458392.62385981,1825.037
2458392.80449714,2458392.82562404,1825.365
2458393.00602666,2458393.02715734,1825.690
2458393.20732497,2458393.22845957,1826.030
2458393.40839206,2458393.42953034,1826.348
2458393.60922643,2458393.63036833,1826.660
2458393.80982841,2458393.83097369,1826.952
2458394.01019705,2458394.03134576,1827.248
2458394.21033219,2458394.23148446,1827.556
2458394.41023385,2458394.43138945,1827.844
2458394.60990074,2458394.63105960,1828.126
2458394.80933331,2458394.83049526,1828.392
2458395.00853085,2458395.02969589,1828.660
2458395.20749341,2458395.22866172,1828.942
2458395.40622121,2458395.42739257,1829.205
2458395.60471326,2458395.62588758,1829.461
2458395.80297028,2458395.82414737,1829.700
2458396.00099180,2458396.02217170,1829.943
2458396.19877820,2458396.21996113,1830.205
2458396.39633003,2458396.41751575,1830.446
2458396.59364657,2458396.61483506,1830.685
2458396.79072888,2458396.81191988,1830.903
2458396.98757677,2458397.00877039,1831.129
2458397.18419090,2458397.20538730,1831.369
2458397.38057227,2458397.40177129,1831.595
2458397.57672027,2458397.59792186,1831.817
2458397.77263625,2458397.79384021,1832.022
2458397.96832031,2458397.98952668,1832.231
2458398.16377320,2458398.18498223,1832.460
2458398.35899645,2458398.38020789,1832.669
2458398.55398932,2458398.57520322,1832.882
2458398.74875340,2458398.76996959,1833.079
2458398.94328902,2458398.96450747,1833.273
2458399.13759676,2458399.15881770,1833.489
2458399.33167857,2458399.35290186,1833.692
2458399.52553362,2458399.54675921,1833.891
2458399.71916341,2458399.74039121,1834.082
2458399.91256843,2458399.93379841,1834.271
2458400.10574898,2458400.12698136,1834.477
2458400.29870716,2458400.31994177,1834.670
2458400.49144208,2458400.51267890,1834.862
2458400.68395489,2458400.70519390,1835.050
2458400.87624629,2458400.89748741,1835.232
2458401.06831628,2458401.08955961,1835.424
2458401.26016651,2458401.28141201,1835.611
2458401.45179619,2458401.47304386,1835.799
2458401.64320601,2458401.66445590,1835.990
2458401.83439688,2458401.85564882,1836.168
2458402.02536859,2458402.04662260,1836.347
2458402.21612185,2458402.23737824,1836.552
2458402.40665660,2458402.42791513,1836.737
2458402.59697278,2458402.61823350,1836.927
2458402.78707121,2458402.80833395,1837.100
2458402.97695153,2458402.99821635,1837.281
2458403.16661415,2458403.18788142,1837.492
2458403.35605948,2458403.37732895,1837.682
2458403.54528670,2458403.56655839,1837.874
2458403.73429652,2458403.75557030,1838.055
2458403.92308863,2458403.94436443,1838.229
2458404.11166285,2458404.13294110,1838.441
2458404.30002043,2458404.32130091,1838.633
2458404.48815978,2458404.50944244,1838.822
2458404.67608149,2458404.69736638,1839.015
2458404.86378549,2458404.88507244,1839.193
2458405.05127119,2458405.07256040,1839.388
2458405.23853958,2458405.25983105,1839.583
2458405.42558925,2458405.44688299,1839.779
2458405.61242046,2458405.63371646,1839.975
2458405.79903341,2458405.82033157,1840.161
2458405.98542751,2458406.00672791,1840.355
2458406.17160289,2458406.19290593,1840.583
2458406.35755952,2458406.37886493,1840.788
2458406.54329658,2458406.56460440,1840.995
2458406.72881462,2458406.75012476,1841.196
2458406.91411309,2458406.93542549,1841.391
2458407.09919182,2458407.12050694,1841.626
2458407.28405195,2458407.30536959,1841.844
2458407.46869181,2458407.49001196,1842.061
2458407.65311206,2458407.67443470,1842.276
2458407.83731258,2458407.85863769,1842.490
