"Start Time (JDate)","Stop Time (JDate)","Duration (sec)"
2458485.02829110,2458485.07645107,4161.021
2458485.15047469,2458485.19624599,3954.640
2458485.28097533,2458485.31217438,2695.598
2458485.41244185,2458485.42495940,1081.516
2458485.90004160,2458485.92192685,1890.885
2458486.00969675,2458486.05656518,4049.432
2458486.12964929,2458486.17656930,4053.889
2458486.25790269,2458486.29228689,2970.795
2458486.38885120,2458486.40492971,1389.184
2458486.98469639,2458487.02917878,3843.279
2458487.10210974,2458487.14994111,4132.630
2458487.22755519,2458487.26570366,3296.028
2458487.35761760,2458487.37835156,1791.414
2458487.95366457,2458487.99390139,3476.462
2458488.06827923,2458488.11626229,4145.736
2458488.19043808,2458488.23240525,3625.964
2458488.31883762,2458488.34521401,2278.920
2458488.91717616,2458488.94986268,2824.116
2458489.02856997,2458489.07531035,4038.369
2458489.14718338,2458489.19231171,3899.088
2458489.27284562,2458489.30549577,2820.973
2458489.40140581,2458489.41496413,1171.438
2458489.87709171,2458489.89441468,1496.705
2458489.98337664,2458490.02664270,3738.188
2458490.09841109,2458490.14524680,4046.606
2458490.22036107,2458490.25912934,3349.578
2458490.34723587,2458490.36959883,1932.160
2458490.93317542,2458490.96936457,3126.742
2458491.04460211,2458491.09087344,3997.843
2458491.16237309,2458491.20595633,3765.593
2458491.28636332,2458491.31732065,2674.714
2458491.41432642,2458491.42394765,831.274
2458491.87924705,2458491.90122234,1898.665
2458491.98609934,2458492.02857619,3670.000
2458492.09975593,2458492.14567262,3967.202
2458492.21962453,2458492.25821686,3334.377
2458492.34448622,2458492.36711473,1955.104
2458492.92332528,2458492.95717439,2924.563
2458493.03300431,2458493.07774592,3865.675
2458493.14830881,2458493.19206172,3780.251
2458493.26942265,2458493.30242808,2851.669
2458493.39553687,2458493.40815451,1090.164
2458493.85838408,2458493.87325714,1285.033
2458493.96235022,2458494.00126360,3362.116
2458494.07333774,2458494.11835439,3889.439
2458494.18976545,2458494.23052702,3521.799
2458494.31151802,2458494.33885272,2361.718
2458494.88838564,2458494.91444879,2251.856
2458494.99501532,2458495.03625817,3563.382
2458495.10676905,2458495.15103043,3824.183
2458495.22377188,2458495.26138823,3250.052
2458495.34608557,2458495.36764650,1862.864
2458495.91352700,2458495.94442163,2669.295
2458496.02095971,2458496.06310849,3641.655
2458496.13304875,2458496.17612484,3721.775
2458496.25017556,2458496.28489726,2999.954
2458496.37350204,2458496.38880072,1321.805
2458496.83397099,2458496.83654147,222.089
2458496.93237009,2458496.96556004,2867.612
2458497.04000146,2458497.08226139,3651.258
2458497.15202304,2458497.19387678,3616.163
2458497.26894970,2458497.30126535,2792.072
2458497.39464038,2458497.40168885,608.987
2458497.84260932,2458497.85570530,1131.493
2458497.94459965,2458497.97863061,2940.276
2458498.05204280,2458498.09396196,3621.816
2458498.16363428,2458498.20446279,3527.583
2458498.28009718,2458498.31067455,2641.884
